artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
David Bowie,Cygnet Committee - 2015 Remaster,7qlQBKebUnGBPzGmlHjrZ1,14,0.308,0.537,0,-11.115,1,0.0447,0.124,0.0,0.0812,0.322,132.942,579320,4
Fifth Harmony,Worth It (feat. Kid Ink),41Fflg7qHiVOD6dEPvsCzO,74,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,224573,4
David Bowie,Velvet Goldmine - 2015 Remaster,6GCNEAIZVH4lKQD30lfQ6f,42,0.621,0.632,5,-11.583,1,0.0283,0.636,0.0,0.156,0.893,94.146,190315,4
Mohit Chauhan,Matargashti,5GeBgck1MU2tlIkMpsn8uT,58,0.792,0.63,0,-6.741,1,0.0682,0.102,0.0,0.0758,0.659,100.022,328052,4
Roy Orbison,Ride Away - Remastered 2015,2EvU5Dafs3U8tW5va9T42Q,13,0.52,0.411,9,-12.411,1,0.0315,0.786,0.0012,0.146,0.35,120.29,207573,4
Hiphop Tamizha,Kannala Kannala - The Melting Point of Love,4nSwWiwtieiNmRAjy9fEXN,58,0.593,0.776,0,-4.343,0,0.0325,0.216,2.94e-05,0.329,0.634,81.992,215457,4
LADYBABY,Beard-chan Robot,2HsXrJyxriv6GX7xQguJbp,17,0.455,0.984,0,-2.036,1,0.127,0.0113,0.00732,0.332,0.387,156.102,229187,4
Justin Bieber,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,78,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4
LADYBABY,ULTRA LUCKY,0aPltFdJJCgtXoT8bolkM2,17,0.481,0.9,8,-2.45,1,0.083,0.00938,0.0,0.182,0.52,178.029,232120,4
One Direction,Perfect,3NLnwwAQbbFKcEcV8hDItk,75,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,4
Sunrise Avenue,Forever Yours - Live At Berlin Wuhlheide / 2015,3TsBsnw7yNV43NNxCqLuwf,13,0.343,0.795,8,-8.524,0,0.0666,0.00181,0.000272,0.153,0.223,158.072,462387,4
Maroon 5,Sugar,5d6Mjuu2uCGRPYpFjGpCX5,67,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4
Roy Orbison,There Won't Be Many Coming Home - Remastered 2015,4cuozf7bRILRTJyrNo8hTO,39,0.309,0.325,0,-10.77,1,0.0288,0.916,0.0,0.19,0.449,152.195,166120,4
The Local Train,Dil Mere,6ZmtxXUXRVjxOhugKkmerC,57,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,211290,4
Sunrise Avenue,You Can Never Be Ready - Live At Berlin Wuhlheide / 2015,0acL8t2DkXhkxiNRGK4fHg,13,0.488,0.821,6,-7.692,0,0.0522,7.58e-05,0.0,0.693,0.241,136.97,270729,4
BØRNS,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,84,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4
LADYBABY,Nippon Manju,06NEuecnoNSQxDC3lfHpyy,42,0.4,0.993,0,-1.688,1,0.128,0.000732,0.0372,0.103,0.338,185.93,264920,4
Shankar Mahadevan,Kadhale Kadhale,3THVNKs3bdQekA02kK1hWD,57,0.528,0.739,0,-6.32,0,0.0314,0.687,5.17e-05,0.168,0.542,128.1,207072,4
LADYBABY,SCHOOL OF HARD KNOCKS,6ErxyCAF6cGEfqcM6IV5Dx,16,0.43,0.947,5,-2.45,1,0.133,0.00857,0.0,0.218,0.384,120.829,243200,4
Arijit Singh,"Aayat (From ""Bajirao Mastani)",3nO36g0IGLx6HipK45ExAo,56,0.391,0.644,6,-6.97,0,0.0366,0.269,0.0,0.0976,0.439,184.105,261996,4
David Bowie,Sorrow - 2015 Remaster,0KVe5zXb6e3wBMOdONSKf7,12,0.66,0.535,0,-12.173,1,0.0679,0.438,1.62e-05,0.319,0.692,119.6,173453,4
Arjun Kanungo,Baaki Baatein Peene Baad (Shots) (feat. Badshah),2RBkVQwpkDeYytMTQwjyTk,57,0.566,0.862,7,-6.02,0,0.105,0.0246,0.0,0.103,0.455,147.974,220313,4
David Bowie,Janine - 2015 Remaster,2oPfxbxyd96Vci1PI4L7Or,12,0.541,0.664,7,-11.418,1,0.0521,0.0608,9.55e-06,0.0814,0.77,88.883,205827,4
The Weeknd,Often - Kygo Remix,27NV2KxoQ8WuLMqlTDI61F,68,0.523,0.491,7,-9.876,0,0.0491,0.123,0.0,0.331,0.408,80.156,234400,4
David Bowie,Quicksand - 2015 Remaster,1comewccDPZxr2KqsskxDG,12,0.422,0.245,2,-17.091,1,0.0344,0.344,0.0,0.0737,0.329,117.347,306480,4
Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,84,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
Bad Company,Seagull - 2015 Remaster,1tRwFmLqxYzVy5shmIyPUC,12,0.368,0.395,7,-14.067,1,0.0296,0.458,3.66e-05,0.14,0.466,101.564,244840,4
blackbear,idfc,3SErMoIKdRELto2OspGs5L,82,0.718,0.422,4,-9.115,0,0.0621,0.0764,0.0,0.17,0.455,144.678,207027,4
David Bowie,An Occasional Dream - 2015 Remaster,19IKXFE0cG5pbBZB0vUPy5,12,0.349,0.341,7,-14.701,1,0.0321,0.837,0.00398,0.108,0.224,140.254,180787,4
David Bowie,Black Country Rock - 2015 Remaster,4cWyMR0mjBuyS6pB3driwM,11,0.429,0.588,2,-11.621,1,0.0338,0.0456,1.48e-05,0.207,0.788,79.007,216667,4
Ajay-Atul,Brothers Anthem,3uZiNvBNQldjl4OJiKsuxe,56,0.552,0.668,2,-9.111,1,0.0473,0.421,0.0117,0.159,0.152,95.032,353676,4
Roy Orbison,Unchained Melody - Remastered 2015,0EdrIIyOYcnvUJOFyZehss,12,0.303,0.354,9,-8.226,1,0.0266,0.898,0.00151,0.0922,0.163,99.638,217733,3
Pritam,Afghan Jalebi (Film Version),1rEVydQSe04NJUqyyEyeEq,57,0.84,0.884,0,-3.217,1,0.334,0.427,0.0,0.0885,0.972,118.007,224207,4
David Bowie,All the Madmen - 2015 Remaster,5q0rYe11PQ6e0azpSkImjm,12,0.352,0.424,11,-11.84,0,0.0397,0.146,0.0,0.066,0.181,134.382,343333,4
Pritam,Tu Jo Mila,7txLCGOXyDlDXTjtR1Sk4v,57,0.576,0.591,0,-7.725,1,0.0332,0.795,6.85e-05,0.266,0.478,124.013,242864,4
David Bowie,Round and Round - 2015 Remaster,2fs58FkjjxqWyxi2oh3MJ7,12,0.574,0.596,5,-11.603,1,0.0439,0.0877,4.77e-05,0.414,0.906,104.531,162740,4
Lord Huron,The Night We Met,3hRV0jL3vUpRrcy398teAU,81,0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,208212,3
Sunrise Avenue,Lifesaver - Live At Berlin Wuhlheide / 2015,6URUBDdlPIDnJDbraW3X4T,12,0.414,0.792,6,-8.432,1,0.0576,0.000676,0.0,0.734,0.21,147.952,312203,4
Joel Adams,Please Don't Go,3cNjgVBKTJ1SvKhunrCdVy,72,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,210580,4
David Bowie,Memory of a Free Festival - 2015 Remaster,5CZX9eSXbz485sdMpU5ncj,12,0.292,0.396,7,-11.413,1,0.0469,0.539,0.0,0.0818,0.353,121.192,430773,4
The Weeknd,Often,4PhsKqMdgMEUSstTDAmMpg,78,0.572,0.631,7,-9.836,0,0.0476,0.222,0.0,0.135,0.0713,134.078,249040,4
David Bowie,Wild Eyed Boy from Freecloud - 2015 Remaster,1j59mXbJYgG28eLmE53jMG,11,0.393,0.3,4,-12.535,0,0.033,0.809,0.000768,0.255,0.153,127.762,293067,4
Fall Out Boy,Centuries,04aAxqtGp5pv12UXAg4pkq,80,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,4
David Bowie,The Width of a Circle - 2015 Remaster,4e52QJBGzuQnjiuBCkR1Tr,12,0.383,0.43,9,-13.691,1,0.0383,0.0119,0.0193,0.213,0.18,133.826,492493,4
Mark Ronson,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,82,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
Frequencerz,Noise - Hard Bass 2015 Team Yellow OST,1LG8m7s71DzYG33EduBtKq,12,0.505,0.978,11,-4.307,0,0.11,0.055,0.00563,0.115,0.227,150.091,288000,4
Ajay-Atul,"Sapna Jahan (From ""Brothers"")",6uQkoo1UGWThtEpNEYc6Ga,56,0.471,0.329,0,-11.958,0,0.0312,0.78,0.0021,0.117,0.144,126.107,341780,4
David Bowie,Memory of a Free Festival (Pt. 2) - 2015 Remaster,5X20Xf7ViUNe20ZevgfHGF,12,0.232,0.536,7,-7.258,1,0.0358,0.00187,3.7e-06,0.0446,0.346,122.983,214907,4
The Neighbourhood,Daddy Issues,5E30LdtzQTGqRvNd7l6kG5,86,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4
Sunrise Avenue,Welcome To My Life - Live At Berlin Wuhlheide / 2015,6oWisp4dpCmfzozk8oODZy,12,0.312,0.603,11,-7.881,1,0.0321,0.00549,0.0,0.636,0.122,167.038,334240,4
Yo Yo Honey Singh,Dheere Dheere,4fyR24BKznXBLNkK8LwWla,56,0.73,0.58,0,-7.976,1,0.124,0.0399,2.48e-05,0.0703,0.55,167.915,212413,4
Mike Oldfield,The Year Zero 2 - From “The Killing Fields” Soundtrack / Remastered 2015,4Hnx3JfyKvisVlJoq76q9f,10,0.168,0.404,9,-24.717,0,0.0446,0.979,0.922,0.168,0.0407,98.691,38200,4
Mithoon,Humnava,5lLRB1nnTy1p8nFaH1Vdyf,55,0.314,0.478,4,-7.201,0,0.0412,0.783,2.08e-05,0.147,0.276,199.631,328854,4
Grateful Dead,"Scarlet Begonias - Live at Soldier Field, Chicago, IL 7/3/2015",0YnaxkPaWl5kiVv1vB1Rsl,12,0.487,0.591,4,-12.306,1,0.0473,0.506,0.486,0.138,0.649,154.49,696467,4
Avicii,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,80,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613,4
LADYBABY,OVERTURE OVERSEA,1fTni3c0ee2RnUmsiBe96u,14,0.599,0.53,0,-11.355,1,0.035,0.0035,0.928,0.381,0.432,132.101,149400,4
Maroon 5,Maps,7oUHzZKNKUTrlU7DYxhQ7v,66,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4
David Bowie,Time - 2015 Remaster,34m1uRHAFaOXs1LKSKPih7,10,0.336,0.468,0,-14.442,1,0.0462,0.203,0.0,0.143,0.272,149.334,223332,4
Dua Lipa,Kiss and Make Up,13hvHEstJ4sNbzdroPrPI3,55,0.675,0.729,8,-4.383,1,0.146,0.0557,0.0,0.189,0.63,99.986,190560,4
BLACKPINK,Kiss and Make Up,13hvHEstJ4sNbzdroPrPI3,55,0.675,0.729,8,-4.383,1,0.146,0.0557,0.0,0.189,0.63,99.986,190560,4
T-SQUARE,宝島 (Live Version),456VIW6rxnIwX9p0BfWKKd,14,0.518,0.805,0,-11.633,1,0.0489,0.0742,0.23,0.881,0.657,119.082,349903,4
Anu Malik,Moh Moh Ke Dhaage (Male),189DQylImZ1hGZaIpAQUzx,55,0.634,0.344,2,-11.011,1,0.0288,0.741,6.09e-05,0.111,0.409,128.0,322900,4
Markos Vamvakaris,Nostimo Trelo Mikro Mou,6MWd67OT1p4KfNB1UXXsgF,14,0.66,0.631,2,-5.877,0,0.0454,0.767,0.000497,0.163,0.955,78.63,178933,4
Sanam,Mere Mehboob Qayamat Hogi,3MPHub8AYXBHMEqJa4yrGc,54,0.703,0.578,11,-6.314,0,0.0285,0.156,1.22e-06,0.437,0.562,105.933,241132,4
Mikis Theodorakis,Sogno di liberta,4C6e2248IWcHMGd0x3Oujg,14,0.548,0.275,9,-11.723,1,0.0291,0.854,9.83e-05,0.0911,0.3,105.055,227427,4
A.R. Rahman,Mental Manadhil,4mOmWSdTmf6fSAibGWCKp7,55,0.568,0.886,6,-7.983,0,0.081,0.0123,3.4e-05,0.361,0.846,160.054,205759,4
David Bowie,Saviour Machine - 2015 Remaster,43hr1Jl848X7Tt2H1X2SXG,10,0.187,0.58,5,-10.926,1,0.0501,0.37,0.000388,0.0748,0.314,202.196,270400,3
Rochak Kohli,Atrangi Yaari,7oVKUnaAGVgvGRGs0TQsbx,54,0.602,0.474,10,-6.3,1,0.0247,0.731,0.0,0.112,0.482,92.07,217902,4
David Bowie,After All - 2015 Remaster,3ogqEijPyl9JD3H6ZljwUY,11,0.398,0.21,9,-17.207,0,0.0339,0.874,0.138,0.0768,0.111,124.541,240394,3
Anirudh Ravichander,Don'u Don'u Don'u - The Don's Romance,2kbxGCtWSV0f1ON720Bd4O,55,0.776,0.82,8,-4.405,0,0.0414,0.287,0.000361,0.242,0.773,89.982,195710,4
David Bowie,Andy Warhol - 2015 Remaster,3OrVVvxCW57eDV5gCQlfss,11,0.544,0.449,4,-16.498,0,0.0729,0.168,0.0,0.637,0.412,84.084,234747,4
Anu Malik,Moh Moh Ke Dhaage (Female),7uubRr0u9Zxc1Y84hEn7Xf,55,0.585,0.399,2,-8.133,1,0.0286,0.849,3.47e-06,0.123,0.349,128.03,322900,4
David Bowie,The Supermen - 2015 Remaster,3enwjmxT6rGw1KHmWcoUea,10,0.325,0.594,0,-12.992,1,0.0609,0.478,0.00449,0.0663,0.5,174.082,221227,4
Shawn Mendes,Imagination,21TcDbGosp7w9YhTjOszgA,74,0.64,0.455,0,-5.942,1,0.0247,0.0743,0.0,0.0694,0.333,89.948,217773,4
Frequencerz,Warrior - Emporium 2015 Anthem,2RxwAhn3EEUWkhd41S81O1,11,0.519,0.976,6,-2.853,0,0.164,0.255,0.000304,0.114,0.192,150.03,228000,4
Anirudh Ravichander,"Enakenna Yaarum Illaye (From ""Aakko"")",6sAdmaffuMijDszeFrGF1H,54,0.571,0.818,5,-3.926,0,0.0857,0.0966,0.0,0.16,0.781,160.036,260813,4
David Bowie,Running Gun Blues - 2015 Remaster,3TRljFSbGvMo7hIWKgKmyo,10,0.436,0.404,7,-11.815,1,0.0308,0.219,0.000208,0.196,0.539,76.479,195333,4
Twenty One Pilots,Ride,2Z8WuEywRWYTKe1NybPQEW,82,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4
David Bowie,The Bewlay Brothers - 2015 Remaster,5jCaiy8NHXpUfh1yTQXR7s,11,0.533,0.102,7,-21.74,1,0.0456,0.38,0.0,0.0511,0.189,119.79,329587,4
Raftaar,All Black,7n6AQKpZUGiJM2auF3yuDY,54,0.813,0.734,10,-5.464,0,0.0577,0.072,0.0,0.118,0.652,107.967,218146,4
David Bowie,Eight Line Poem - 2015 Remaster,2qsxbpUmRRnWRlaDXpHvhk,10,0.542,0.0229,0,-24.515,1,0.0428,0.963,0.00038,0.0881,0.171,116.264,175333,4
The Weeknd,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,80,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,213520,4
Frequencerz,Wolfpack - Frequencerz Qlimax 2015 edit,6QNIPrSo6kTYltSXH2ceH4,10,0.458,0.936,2,-3.148,1,0.0418,0.0311,0.0,0.186,0.195,75.036,152735,3
Sukhwinder Singh,"Gajanana (From ""Bajirao Mastani"")",2dPX3Ubu2refoQ70HO88ko,53,0.621,0.869,4,-2.238,0,0.0355,0.231,0.0,0.244,0.432,107.961,217102,4
David Bowie,Song for Bob Dylan - 2015 Remaster,1lit7jyu4sHYkPDScZAAga,11,0.421,0.459,4,-15.411,1,0.0441,0.167,0.0,0.0637,0.642,139.299,253093,4
Selena Gomez,Same Old Love,6ZANrVuAMp2rpjhfbOuJly,71,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,229080,4
David Bowie,God Knows I'm Good - 2015 Remaster,15Qf4JBEjO2AhU11TYrjcx,11,0.418,0.436,7,-12.942,1,0.0327,0.527,0.0,0.0896,0.704,169.748,202160,4
Ninja,Aadat,12TxeF1dTrc2bxQcEl9NyA,54,0.326,0.638,11,-7.02,0,0.211,0.209,0.0,0.0931,0.287,76.785,247954,4
Bad Company,Good Lovin' Gone Bad - 2015 Remaster,4nOP6bSCajC5an8MZo6xSx,11,0.511,0.751,2,-8.128,1,0.0484,0.0322,0.00175,0.246,0.826,128.535,217693,4
Anirudh Ravichander,Yennai Maatrum Kadhale,6RXJKdpBp6AVL6H6sHyNp0,54,0.515,0.766,4,-7.291,0,0.0936,0.46,3.27e-06,0.136,0.346,112.457,274678,3
Bad Company,Feel like Makin' Love - 2015 Remaster,2pBuk3HpBnhJRHZWWOzMXa,11,0.534,0.546,7,-9.67,1,0.031,0.347,0.0036,0.633,0.762,85.357,314600,4
Pham,Movements,3gZUflBBfgS3QiTSTg0hk0,67,0.824,0.538,6,-7.972,1,0.269,0.26,3.45e-05,0.13,0.352,110.879,208671,4
Sunrise Avenue,Funkytown - Live At Berlin Wuhlheide / 2015,0r4KPeqlS2b2oug2zv9nJ8,10,0.35,0.918,8,-6.885,1,0.258,0.000113,0.0,0.226,0.226,169.925,274370,4
The Local Train,Aaoge Tum Kabhi,5VSJ9OfZx8V91A7u8Fuoh1,53,0.534,0.863,0,-4.616,1,0.0357,0.0152,0.0167,0.144,0.374,98.006,313163,4
Sunrise Avenue,Sweet Symphony - Live At Berlin Wuhlheide / 2015,7dx8D58oE71xHNN3APnJjn,11,0.461,0.577,11,-9.16,1,0.0307,0.0376,0.0,0.589,0.17,81.279,355722,4
Alan Walker,Faded,7gHs73wELdeycvS48JfIos,73,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,212627,4
David Bowie,The Man Who Sold the World - 2015 Remaster,61MJt8DGgDadH67v9mRUYo,35,0.474,0.387,2,-14.416,0,0.0305,0.642,0.00557,0.143,0.545,118.486,241347,4
Anirudh Ravichander,Maari Thara Local - Here Comes Maari,7w4kFO2slzHCu1qEOMaPkl,54,0.709,0.956,6,-4.695,1,0.255,0.622,1.1e-06,0.0982,0.664,94.945,230253,4
Grand Jojo,Anderlecht Champion (Olé Olé Olé) - (Remix 2015),6oNgqMIzdZBpV7fHmWEHLP,10,0.73,0.856,6,-6.684,1,0.045,0.00639,0.000772,0.0848,0.679,128.007,215747,4
Yo Yo Honey Singh,One Bottle Down,3hVc5y5mbcIEPADRGGGru9,53,0.655,0.629,1,-7.231,1,0.0415,0.00109,0.063,0.0752,0.193,131.966,196557,4
Rome,Years of Abalone - Remastered,1QuQYc4yclk9oAR6hdbMxA,11,0.523,0.59,8,-10.199,1,0.0254,0.256,0.228,0.258,0.691,97.512,148320,4
Pritam,Tu Chahiye,3aaiAWCet6sbfOfLSn3g7i,54,0.565,0.744,7,-5.817,1,0.0446,0.403,0.0,0.0853,0.415,134.068,272680,4
Sunrise Avenue,I Don't Dance - Live At Berlin Wuhlheide / 2015,2yVvjJLKSbuBNiDiqQ3uPA,11,0.333,0.934,3,-8.148,0,0.0767,0.00199,0.000299,0.984,0.176,145.027,419051,4
BTS,Butterfly,6kX452oUUNojKWNNuc1nqx,69,0.448,0.776,6,-4.498,1,0.0571,0.0149,0.0,0.12,0.294,149.806,238862,4
Sunrise Avenue,Nothing Is Over - Live At Berlin Wuhlheide / 2015,7lwTvONqmrLKlmQtY0rM8d,10,0.391,0.6,11,-8.427,1,0.0402,0.0352,0.0,0.378,0.234,155.95,269638,4
Amaal Mallik,Zero Hour Mashup 2015(Remix By Dj Kiran Kamath),59nB7okW0qhj6924cjimOH,54,0.803,0.931,1,-2.471,0,0.0554,0.0159,3.07e-05,0.318,0.756,130.041,259670,4
Sunrise Avenue,Little Bit Love - Live At Berlin Wuhlheide / 2015,2lDg0cVyP9eq4RoCwbxl7Q,10,0.531,0.718,1,-8.536,1,0.0513,0.000536,6.73e-05,0.988,0.306,147.011,298674,4
Armaan Malik,Wajah Tum Ho,4RzaXbufKNBwaFuzJhGur5,53,0.6,0.684,5,-6.179,0,0.0257,0.342,1.53e-05,0.115,0.241,103.951,357634,4
David Bowie,Memory of a Free Festival (Pt. 1) - 2015 Remaster,6g4df0mDAxPdMXTT2vDkqd,10,0.222,0.583,7,-10.502,1,0.0414,0.0813,0.0,0.123,0.273,79.349,243893,3
Vishal Dadlani,"Malhari (From ""Bajirao Mastani"")",19MlyFzRuoKgjf7ASuOLlm,52,0.507,0.932,1,-4.501,0,0.0762,0.0592,0.0,0.302,0.311,114.961,244048,3
David Bowie,Hang on to Yourself - Arnold Corns Version; 2015 Remaster,346Wm4hdxTu4leg2yQqB9d,11,0.657,0.579,0,-12.402,1,0.0424,0.031,2.61e-05,0.06,0.941,77.942,172022,4
R. City,Locked Away (feat. Adam Levine),7x5xYW5W42OGPAdHUyyguy,75,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,227480,5
Sunrise Avenue,Choose To Be Me - Live At Berlin Wuhlheide / 2015,7aXAgiJ2fNkMEUUEGXiix0,11,0.347,0.948,8,-7.44,0,0.108,9.72e-06,4.03e-06,0.833,0.329,178.043,263517,4
Harris Jayaraj,Idhayathai Yedho Ondru,23bpCCVsTUKviTEfoy4tbM,53,0.721,0.496,4,-8.063,1,0.0508,0.845,0.0,0.11,0.217,131.969,235392,3
Sunrise Avenue,Angels On A Rampage - Live At Berlin Wuhlheide / 2015,6AsTk3QERfp6hVGz6rrtDs,10,0.517,0.587,0,-9.163,0,0.0392,0.00277,0.0,0.666,0.0935,128.045,315579,4
One Direction,History,0HMjXBAZmSYOTTi33WpMso,74,0.655,0.699,11,-4.421,1,0.0493,0.0352,0.0,0.064,0.802,86.704,187427,4
Roy Orbison,"Pistolero - From ""The Fastest Guitar Alive"" Soundtrack / Remastered 2015",6YM3IP8lMCP6eevA039xYB,10,0.441,0.35,9,-10.605,1,0.0352,0.848,1.23e-05,0.104,0.543,131.834,177613,4
Uzair Jaswal,Tere Bin Nahi Laage (Male Version),3u947zydbp5jVgVNlaRgv4,53,0.294,0.577,6,-5.952,1,0.0298,0.623,0.0,0.16,0.429,83.171,222397,4
Sunrise Avenue,I Can Break Your Heart - Live At Berlin Wuhlheide / 2015,2hFNuD5UuAu4v6YKIsG4yY,10,0.501,0.829,6,-7.097,1,0.0332,0.00105,1.45e-05,0.537,0.229,93.037,268349,4
Hiphop Tamizha,Azhage,2Racq7HrXkYvF8w9zXvlTp,53,0.717,0.79,7,-6.418,0,0.0342,0.308,0.0,0.0871,0.536,128.123,218158,1
Mikis Theodorakis,Zorba's Dance,2HGkF1MjSCITYB8lSD9wWP,12,0.445,0.428,7,-14.819,1,0.0558,0.0785,0.544,0.0982,0.401,84.096,226186,4
Pritam,Gerua,7iLA6PQeQWRjLDHOJgGpj5,56,0.371,0.668,11,-7.269,0,0.0497,0.636,2e-06,0.294,0.403,87.458,345559,4
Grateful Dead,"Shakedown Street - Live at Soldier Field, Chicago, IL 7/4/2015",3MWyOX32x0SqXiTo73Jzzd,11,0.652,0.527,0,-11.74,1,0.0311,0.58,0.689,0.742,0.77,95.574,923933,4
Meet Bros Anjjan,Chittiyaan Kalaiyaan,6XjJXPP3UiGtAQpYkD01c0,54,0.793,0.887,7,-5.285,1,0.0954,0.0962,6.39e-05,0.623,0.602,100.007,246100,4
Grateful Dead,"Althea - Live at Soldier Field, Chicago, IL 7/5/2015 [GH Edit]",2T5m3DjBEs0XmP2EDizhm6,10,0.536,0.492,9,-13.458,1,0.0433,0.705,0.212,0.947,0.69,155.665,476280,4
G-Eazy,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,77,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,251467,4
Grateful Dead,"Box of Rain - Live at Soldier Field, Chicago, IL 7/3/2015",7wfsRNtxOAim6i8K1P5G5T,11,0.636,0.538,7,-12.491,1,0.0396,0.731,0.0699,0.966,0.704,124.154,327507,4
Arijit Singh,Baaton Ko Teri,23CkVQ84EestqfkEy4fhOQ,52,0.524,0.575,0,-6.571,0,0.0294,0.397,1.8e-06,0.269,0.206,89.915,280250,4
Grateful Dead,"West L.A. Fadeaway - Live at Soldier Field, Chicago,IL 7/4/2015",1XkANYxUsa1oJYXpfY1Bxd,11,0.497,0.475,7,-12.649,1,0.0422,0.484,0.405,0.354,0.625,147.611,616800,4
Beach House,Space Song,1ujxjsoNvh4XgS2fUNwkZ2,71,0.509,0.79,0,-7.105,0,0.0293,0.218,0.125,0.144,0.625,147.073,320467,4
Grateful Dead,"I Know You Rider - Live at Soldier Field, Chicago, IL 7/5/2015",1lg2PXjoFB8HFcYETSxhQf,10,0.489,0.56,7,-12.787,1,0.0322,0.558,0.436,0.765,0.536,89.75,445373,4
CL,Hello Bitches,72ysGFB4mZTgQsPqN9PzPS,73,0.714,0.884,11,-2.932,1,0.113,0.00985,0.0,0.439,0.584,145.075,178177,4
Grateful Dead,"Fire on the Mountain - Live at Soldier Field, Chicago, IL 7/3/2015",0otriTANizzbePRIu5Zt9V,11,0.583,0.572,1,-12.301,0,0.103,0.435,0.128,0.682,0.615,155.465,397560,4
Janji,Heroes Tonight,3SipFlNddvL0XNZRLXvdZD,70,0.537,0.786,8,-4.331,1,0.0317,0.075,0.0,0.253,0.178,127.994,208140,3
The Yardbirds,"Five Long Years - Live at the Marquee Club, 1964 - 2015 Remaster",0JSWSWAvSh9yji01yYTB5z,9,0.463,0.442,0,-14.234,1,0.0335,0.273,0.0,0.966,0.705,94.298,304880,4
Troye Sivan,YOUTH,0nhBKubnVz9yFNNprBniWz,71,0.628,0.737,7,-4.437,1,0.041,0.0625,0.0,0.0777,0.592,91.507,185194,4
Franz von Suppé,"Ein Morgen, ein Mittag, ein Abend in Wien: Ouvertüre",5zEZ57rGQbZMEt6SeoJpCu,12,0.253,0.247,5,-16.599,1,0.0601,0.874,0.886,0.717,0.113,142.189,515107,4
Amrinder Gill,Mil Ke Baithange,3b5nizka1oGpQiOWtMMIC8,52,0.754,0.559,4,-7.957,1,0.0318,0.71,0.0,0.0996,0.326,112.057,218941,1
Stonebank,Fire - 2015,6WalqLXkl669YCYVEavpeY,28,0.544,0.917,5,-3.759,0,0.0404,0.00786,0.548,0.143,0.0397,100.046,286800,4
Yo Yo Honey Singh,Aankhon Aankhon,78PDj0uocOvtSJCdOt65qy,51,0.746,0.988,10,-4.565,0,0.0637,0.29,0.00218,0.131,0.61,130.042,244831,4
Case & Point,Descender - 2015,0JZqVnHw3lxOvR7mjxPLic,29,0.618,0.937,11,-4.352,0,0.0582,0.000983,0.815,0.129,0.253,125.009,251520,4
Shreya Ghoshal,"Deewani Mastani (From ""Bajirao Mastani"")",2Rk3SdNdkxKopRotoio2iZ,51,0.356,0.865,1,-3.388,0,0.0663,0.479,0.0,0.203,0.567,79.947,340232,4
T-SQUARE,Truth (Live Version),6xhWCGAbqtpJZycjLP7IXf,12,0.313,0.787,2,-10.609,0,0.0524,0.0023,0.766,0.744,0.819,157.621,351917,4
Little Mix,Black Magic,6rmXhRIemCTPyMYZRDN7Qg,76,0.776,0.875,4,-5.535,1,0.0575,0.0343,0.0,0.314,0.849,111.988,211786,4
